núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
272,2017,15,22,4,3,1,7,501,5,99,1,21,3,3,5,9,1,4,6,5,9999,6,1
273,2017,15,23,4,3,1,7,510,5,99,1,25,4,4,6,9,1,4,999,99,9999,6,4
274,2017,15,22,4,3,1,7,1002,10,99,1,35,6,6,8,9,1,4,67,5,9999,6,4
275,2017,15,14,3,2,1,7,1106,11,99,1,23,3,3,5,2,1,4,32,3,2007,4,1
276,2017,15,14,3,2,1,7,1106,11,99,1,31,5,5,7,1,1,3,48,1,1987,2,1
277,2017,15,22,4,3,1,7,201,2,99,1,20,3,3,5,2,1,2,27,1,9999,6,1
278,2017,15,22,4,3,1,7,201,2,99,1,23,3,3,5,1,1,14,6,1,9999,6,1
279,2017,15,18,4,3,1,7,117,1,99,1,49,8,8,10,9,1,3,10,4,9999,6,1
280,2017,15,18,4,3,1,7,117,1,99,1,21,3,3,5,1,1,4,67,3,9999,6,1
281,2017,15,0,1,1,1,7,901,9,99,1,28,4,4,6,9,1,1,73,99,9999,6,1
282,2017,15,0,1,1,1,7,901,9,99,1,44,7,7,9,9,1,3,56,99,9999,6,1
283,2017,15,22,4,3,1,7,1701,17,99,1,31,5,5,7,2,1,1,69,6,1938,1,2
284,2017,16,22,4,3,1,1,109,1,99,1,49,8,8,10,2,1,3,28,6,1986,2,1
285,2017,16,22,4,3,1,1,109,1,99,1,999,16,12,18,1,1,1,69,1,9999,6,1
286,2017,16,10,2,1,1,1,101,1,1,1,56,10,10,12,1,1,1,69,4,2015,5,1
287,2017,16,10,2,1,1,1,101,1,1,1,22,3,3,5,9,1,4,67,5,2006,4,1
288,2017,16,9,2,1,1,1,108,1,99,1,31,5,5,7,9,1,4,67,5,9999,6,1
289,2017,16,9,2,1,1,1,108,1,99,9,999,16,12,18,9,9,12,999,99,9999,6,1
290,2017,16,6,2,1,1,1,511,5,99,1,21,3,3,5,2,1,9,75,1,9999,6,1
291,2017,16,6,2,1,1,1,511,5,99,1,29,4,4,6,9,1,4,6,1,9999,6,1
292,2017,16,23,4,3,1,1,601,6,99,1,38,6,6,8,2,1,2,27,4,1998,3,1
293,2017,16,23,4,3,1,1,601,6,99,1,22,3,3,5,2,1,3,28,99,2013,5,1
294,2017,16,22,4,3,1,1,117,1,99,1,27,4,4,6,2,1,1,999,9,9999,6,2
295,2017,16,17,3,2,1,1,101,1,8,1,21,3,3,5,9,1,4,18,5,2017,5,2
296,2017,16,18,4,3,1,1,1105,11,99,1,30,5,5,7,2,1,2,48,4,2015,5,1
297,2017,16,18,4,3,1,1,1105,11,99,1,22,3,3,5,1,1,4,27,5,2017,5,1
298,2017,16,8,2,1,1,1,801,8,99,1,38,6,6,8,9,1,4,35,5,9999,6,1
299,2017,16,8,2,1,1,1,801,8,99,9,999,16,12,18,9,9,3,17,6,9999,6,1
300,2017,16,0,1,1,1,1,401,4,99,9,999,16,12,18,9,9,3,15,99,1996,3,1
301,2017,16,0,1,1,1,1,401,4,99,1,27,4,4,6,1,1,5,17,2,9999,6,1
302,2017,16,5,1,1,1,1,306,3,99,1,45,8,8,10,9,1,4,67,5,9999,6,2
303,2017,17,23,4,3,1,2,101,1,18,1,30,5,5,7,9,1,4,3,5,2011,5,1
304,2017,17,23,4,3,1,2,101,1,18,1,27,4,4,6,9,1,4,6,5,2015,5,1
305,2017,17,2,1,1,1,2,101,1,5,1,23,3,3,5,9,1,4,32,1,2016,5,2
306,2017,17,8,2,1,1,2,101,1,5,9,999,16,12,18,9,9,99,999,99,9999,6,1
307,2017,17,18,4,3,1,2,109,1,99,1,25,4,4,6,9,1,12,999,99,9999,6,1
308,2017,17,18,4,3,1,2,109,1,99,1,42,7,7,9,9,1,5,999,99,9999,6,1
309,2017,17,15,3,2,1,2,113,1,99,1,999,16,12,18,9,1,4,32,7,9999,6,1
310,2017,17,21,4,3,1,2,503,5,99,1,42,7,7,9,9,1,4,999,99,9999,6,1
311,2017,17,21,4,3,1,2,503,5,99,1,33,5,5,7,9,1,4,999,99,9999,6,1
312,2017,17,0,1,1,1,2,1215,12,99,1,27,4,4,6,2,1,3,69,2,1986,2,2
313,2017,17,17,3,2,1,2,1203,12,99,1,43,7,7,9,2,1,3,69,2,1994,3,2
314,2017,17,23,4,3,1,2,1601,16,99,1,27,4,4,6,2,1,2,27,4,9999,6,1
315,2017,17,23,4,3,1,2,1601,16,99,1,21,3,3,5,2,1,1,48,6,9999,6,1
316,2017,18,22,4,3,1,3,101,1,1,1,24,3,3,5,9,1,10,28,2,9999,6,1
317,2017,18,22,4,3,1,3,101,1,1,1,24,3,3,5,9,1,4,6,5,9999,6,1
318,2017,18,6,2,1,1,3,101,1,18,1,40,7,7,9,9,1,4,18,9,2012,5,1
319,2017,18,6,2,1,1,3,101,1,18,9,999,16,12,18,9,9,4,999,99,9999,6,1
320,2017,18,17,3,2,1,3,101,1,15,2,36,6,6,8,1,1,1,41,3,2012,5,1
321,2017,18,17,3,2,1,3,101,1,15,1,35,6,6,8,1,1,4,6,1,2008,4,1
322,2017,18,19,4,3,1,3,101,1,5,1,35,6,6,8,2,1,2,999,5,9999,6,1
323,2017,18,19,4,3,1,3,101,1,5,1,999,16,12,18,9,1,10,999,2,9999,6,1
324,2017,18,19,4,3,1,3,101,1,5,1,999,16,12,18,9,1,2,999,99,9999,6,1
325,2017,18,19,4,3,1,3,101,1,5,2,999,16,12,18,9,1,1,999,99,9999,6,1
326,2017,18,19,4,3,1,3,101,1,5,1,999,16,12,18,9,1,1,999,99,9999,6,1
327,2017,18,19,4,3,1,3,101,1,12,1,28,4,4,6,2,1,1,28,2,2012,5,1
328,2017,18,19,4,3,1,3,101,1,12,9,999,16,12,18,9,9,1,21,2,1996,3,1
329,2017,18,14,3,2,1,3,101,1,12,1,21,3,3,5,9,1,4,67,3,9999,6,1
330,2017,18,14,3,2,1,3,101,1,12,1,21,3,3,5,9,1,2,10,4,2007,4,1
331,2017,18,8,2,1,1,3,111,1,99,1,30,5,5,7,9,1,4,6,2,9999,6,1
332,2017,18,9,2,1,1,3,602,6,99,2,29,4,4,6,1,1,4,67,4,2006,4,1
333,2017,18,9,2,1,1,3,602,6,99,1,18,2,2,4,1,1,4,6,5,9999,6,1
334,2017,18,0,1,1,1,3,901,9,99,1,22,3,3,5,2,1,1,52,7,2003,4,1
335,2017,18,0,1,1,1,3,901,9,99,2,30,5,5,7,1,1,1,69,5,1995,3,1
336,2017,18,7,2,1,1,3,920,9,99,1,23,3,3,5,1,1,3,69,9,1988,2,1
337,2017,18,7,2,1,1,3,920,9,99,1,38,6,6,8,1,1,1,69,2,1991,3,1
338,2017,18,18,4,3,1,3,1601,16,99,9,999,16,12,18,9,9,3,999,99,9999,6,4
339,2017,19,2,1,1,1,4,101,1,19,1,41,7,7,9,9,1,12,999,1,1998,3,1
340,2017,19,2,1,1,1,4,101,1,19,1,22,3,3,5,9,1,4,45,2,9999,6,1
341,2017,19,7,2,1,1,4,2215,22,99,9,999,16,12,18,9,9,1,999,99,9999,6,1
342,2017,19,7,2,1,1,4,2215,22,99,9,999,16,12,18,9,9,3,69,9,9999,6,1
343,2017,19,11,2,1,1,4,601,6,99,1,18,2,2,4,9,1,4,6,3,2017,5,2
344,2017,19,18,4,3,1,4,1501,15,99,1,55,10,10,12,9,1,3,69,4,1982,2,1
345,2017,19,18,4,3,1,4,1501,15,99,9,999,16,12,18,9,9,3,999,99,9999,6,1
346,2017,19,18,4,3,1,4,1501,15,99,9,999,16,12,18,9,9,3,999,99,9999,6,1
347,2017,19,7,2,1,1,4,1401,14,99,1,32,5,5,7,9,1,9,69,4,2009,4,1
348,2017,19,7,2,1,1,4,1401,14,99,1,26,4,4,6,9,1,4,67,5,2012,5,1
349,2017,19,21,4,3,1,4,401,4,99,2,55,10,10,12,9,1,99,999,99,9999,6,2
350,2017,20,21,4,3,1,5,101,1,9,1,22,3,3,5,2,1,1,41,2,2017,5,1
351,2017,20,21,4,3,1,5,101,1,9,2,42,7,7,9,1,1,1,67,4,2016,5,1
352,2017,20,3,1,1,1,5,101,1,6,1,23,3,3,5,2,1,2,74,4,2004,4,1
353,2017,20,3,1,1,1,5,101,1,6,1,21,3,3,5,2,1,4,27,14,2017,5,1
354,2017,20,11,2,1,1,5,108,1,99,9,999,16,12,18,9,9,2,28,9,9999,6,1
355,2017,20,11,2,1,1,5,108,1,99,1,27,4,4,6,9,1,4,999,99,9999,6,1
356,2017,20,14,3,2,1,5,509,5,99,1,25,4,4,6,9,1,2,67,15,9999,6,3
357,2017,20,0,1,1,1,5,601,6,99,1,39,6,6,8,9,1,5,17,6,9999,6,2
358,2017,20,0,1,1,1,5,601,6,99,1,50,9,9,11,9,1,4,27,1,9999,6,2
359,2017,20,21,4,3,1,5,1601,16,99,1,25,4,4,6,1,1,3,56,7,2001,4,1
360,2017,20,21,4,3,1,5,1601,16,99,2,19,2,2,4,9,1,1,48,4,2010,5,1
361,2017,20,21,4,3,1,5,1601,16,99,1,33,5,5,7,9,1,11,69,2,2003,4,1
362,2017,20,17,3,2,1,5,1401,14,99,1,27,4,4,6,2,1,2,28,5,2009,4,1
363,2017,20,17,3,2,1,5,1401,14,99,1,25,4,4,6,1,1,2,69,4,2004,4,1
364,2017,20,0,1,1,1,5,306,3,99,1,30,5,5,7,9,1,3,17,3,1996,3,2
365,2017,21,9,2,1,1,6,101,1,6,1,51,9,9,11,1,1,4,18,17,2013,5,1
366,2017,21,9,2,1,1,6,101,1,6,1,24,3,3,5,1,1,4,18,1,2015,5,1
367,2017,21,13,3,2,1,6,107,1,99,1,22,3,3,5,9,1,3,69,9,9999,6,4
368,2017,21,10,2,1,1,6,109,1,99,1,42,7,7,9,1,1,6,999,11,9999,6,1
369,2017,21,10,2,1,1,6,109,1,99,1,18,2,2,4,1,1,4,6,3,9999,6,1
370,2017,21,14,3,2,1,6,111,1,99,1,35,6,6,8,1,1,5,28,2,9999,6,1
371,2017,21,14,3,2,1,6,111,1,99,1,22,3,3,5,1,1,4,6,5,9999,6,1
372,2017,21,8,2,1,1,6,1901,19,99,1,20,3,3,5,1,1,3,41,4,9999,6,1
373,2017,21,8,2,1,1,6,1901,19,99,1,43,7,7,9,1,1,3,48,1,2014,5,1
374,2017,21,19,4,3,1,6,511,5,99,1,35,6,6,8,1,1,9,999,8,9999,6,2
375,2017,21,18,4,3,1,6,917,9,99,1,32,5,5,7,1,1,3,69,3,9999,6,1
376,2017,21,18,4,3,1,6,917,9,99,1,44,7,7,9,1,1,1,69,5,9999,6,1
377,2017,21,18,4,3,1,6,1505,15,99,1,19,2,2,4,9,1,1,27,4,1992,3,4
378,2017,21,16,3,2,1,6,705,7,99,1,41,7,7,9,1,1,3,48,99,2017,5,4
379,2017,21,22,4,3,1,6,312,3,99,1,25,4,4,6,2,1,4,54,5,9999,6,2
380,2017,22,16,3,2,1,7,108,1,99,1,43,7,7,9,1,1,2,999,3,2008,4,1
381,2017,22,16,3,2,1,7,108,1,99,1,20,3,3,5,1,1,4,999,3,9999,6,1
382,2017,22,5,1,1,1,7,101,1,15,1,23,3,3,5,1,1,1,48,5,9999,6,2
383,2017,22,15,3,2,1,7,2201,22,99,1,42,7,7,9,1,1,2,28,11,2004,4,1
384,2017,22,15,3,2,1,7,2201,22,99,1,36,6,6,8,1,1,4,76,5,2015,5,1
385,2017,22,0,1,1,1,7,2011,20,99,1,36,6,6,8,1,1,2,31,5,9999,6,1
386,2017,22,0,1,1,1,7,2011,20,99,1,21,3,3,5,9,1,4,67,4,9999,6,1
387,2017,22,4,1,1,1,7,502,5,99,1,21,3,3,5,1,1,2,69,11,9999,6,3
388,2017,22,21,4,3,1,7,602,6,99,1,46,8,8,10,1,1,1,48,5,2002,4,1
389,2017,22,21,4,3,1,7,602,6,99,2,31,5,5,7,1,1,4,32,5,2016,5,1
390,2017,22,0,1,1,1,7,1104,11,99,1,25,4,4,6,2,1,4,27,1,2004,4,2
391,2017,22,22,4,3,1,7,1703,17,99,1,40,7,7,9,1,1,4,6,1,9999,6,1
392,2017,22,22,4,3,1,7,1703,17,99,1,23,3,3,5,1,1,4,32,5,9999,6,1
393,2017,22,3,1,1,1,7,1713,17,99,1,24,3,3,5,1,1,4,999,99,9999,6,2
394,2017,22,16,3,2,1,7,1401,14,99,1,27,4,4,6,2,1,7,30,6,1993,3,1
395,2017,22,16,3,2,1,7,1401,14,99,9,999,16,12,18,9,9,2,41,2,2013,5,1
396,2017,23,20,4,3,1,1,101,1,3,1,48,8,8,10,1,1,3,999,1,1994,3,1
397,2017,23,20,4,3,1,1,101,1,3,2,37,6,6,8,1,1,1,27,1,2006,4,1
398,2017,23,2,1,1,1,1,101,1,18,1,20,3,3,5,9,1,4,6,6,9999,6,4
399,2017,23,21,4,3,1,1,101,1,6,1,54,9,9,11,1,1,3,69,1,1991,3,1
400,2017,23,21,4,3,1,1,101,1,6,1,21,3,3,5,1,1,4,76,5,1998,3,1
401,2017,23,14,3,2,1,1,101,1,13,1,30,5,5,7,1,1,3,56,2,2016,5,1
402,2017,23,14,3,2,1,1,101,1,13,2,37,6,6,8,1,1,4,1,3,2008,4,1
403,2017,23,9,2,1,1,1,101,1,19,1,52,9,9,11,1,1,12,999,1,1997,3,1
404,2017,23,9,2,1,1,1,101,1,19,1,999,16,12,18,1,1,4,64,3,2016,5,1
405,2017,23,17,3,2,1,1,2212,22,99,1,58,10,10,12,9,1,6,999,2,9999,6,1
406,2017,23,17,3,2,1,1,2212,22,99,1,24,3,3,5,9,1,4,999,99,9999,6,1
407,2017,23,11,2,1,1,1,501,5,99,9,999,16,12,18,9,9,12,999,99,9999,6,1
408,2017,23,11,2,1,1,1,501,5,99,1,31,5,5,7,1,1,4,999,2,1998,3,1
409,2017,23,11,2,1,1,1,901,9,99,9,999,16,12,18,9,9,1,69,4,9999,6,1
410,2017,23,11,2,1,1,1,901,9,99,9,999,16,12,18,9,9,12,999,99,9999,6,1
411,2017,23,16,3,2,1,1,1215,12,99,1,24,3,3,5,9,1,3,69,4,9999,6,1
412,2017,23,16,3,2,1,1,1215,12,99,1,33,5,5,7,9,1,9,999,1,9999,6,1
413,2017,23,9,2,1,1,1,1602,16,99,1,59,10,10,12,1,1,3,69,6,2001,4,1
414,2017,23,9,2,1,1,1,1602,16,99,1,24,3,3,5,1,1,4,67,5,2016,5,1
415,2017,23,13,3,2,1,1,1503,15,99,1,19,2,2,4,2,1,4,6,1,9999,6,2
416,2017,23,13,3,2,1,1,1503,15,99,9,999,16,12,18,9,9,3,69,9,9999,6,2
417,2017,23,14,3,2,1,1,1420,14,99,1,60,11,11,13,9,1,3,69,5,9999,6,1
418,2017,23,14,3,2,1,1,1420,14,99,9,999,16,12,18,9,9,5,26,2,9999,6,1
419,2017,23,1,1,1,1,1,1401,14,99,9,999,16,12,18,9,9,3,69,4,9999,6,4
420,2017,23,16,3,2,1,1,308,3,99,1,23,3,3,5,1,1,12,30,3,1998,3,1
421,2017,23,16,3,2,1,1,308,3,99,1,43,7,7,9,1,1,9,48,11,1993,3,1
422,2017,24,5,1,1,1,2,101,1,11,1,44,7,7,9,1,1,6,30,9,2001,4,1
423,2017,24,5,1,1,1,2,101,1,11,1,49,8,8,10,9,1,6,19,2,1971,1,1
424,2017,24,6,2,1,1,2,613,6,99,1,25,4,4,6,9,1,4,6,3,9999,6,2
425,2017,24,13,3,2,1,2,201,2,99,1,33,5,5,7,1,1,1,52,4,2003,4,1
426,2017,24,13,3,2,1,2,201,2,99,1,30,5,5,7,1,1,4,999,1,2017,5,1
427,2017,24,12,3,2,1,2,1801,18,99,1,20,3,3,5,9,1,4,999,99,9999,6,1
428,2017,24,12,3,2,1,2,1801,18,99,2,18,2,2,4,9,1,1,999,99,9999,6,1
429,2017,24,22,4,3,1,2,1708,17,99,1,21,3,3,5,9,1,3,999,99,9999,6,2
430,2017,25,9,2,1,1,3,501,5,99,1,35,6,6,8,9,1,3,69,11,2000,4,1
431,2017,25,9,2,1,1,3,501,5,99,1,22,3,3,5,9,1,4,27,2,9999,6,1
432,2017,25,18,4,3,1,3,1615,16,99,1,66,12,11,14,9,1,2,69,5,9999,6,1
433,2017,25,18,4,3,1,3,1615,16,99,1,21,3,3,5,9,1,4,67,5,9999,6,1
434,2017,25,21,4,3,1,3,202,2,99,1,29,4,4,6,9,1,5,999,1,9999,6,1
435,2017,25,21,4,3,1,3,202,2,99,1,40,7,7,9,9,1,3,56,7,2017,5,1
436,2017,25,8,2,1,1,3,1707,17,99,1,46,8,8,10,9,1,3,31,2,9999,6,1
437,2017,25,8,2,1,1,3,1707,17,99,1,30,5,5,7,9,1,4,18,1,9999,6,1
438,2017,25,21,4,3,1,3,1713,17,99,1,20,3,3,5,9,1,4,69,3,9999,6,1
439,2017,25,21,4,3,1,3,1713,17,99,1,999,16,12,18,9,1,5,26,2,9999,6,1
440,2017,26,10,2,1,1,4,101,1,1,1,35,6,6,8,9,1,4,20,99,2013,5,1
441,2017,26,10,2,1,1,4,101,1,1,1,41,7,7,9,9,1,4,32,1,9999,6,1
442,2017,26,16,3,2,1,4,1601,16,99,1,999,16,12,18,9,1,9,69,2,9999,6,1
443,2017,26,16,3,2,1,4,1601,16,99,1,999,16,12,18,9,1,2,41,99,9999,6,1
444,2017,26,15,3,2,1,4,609,6,99,9,999,16,12,18,9,1,3,999,99,9999,6,4
445,2017,26,23,4,3,1,4,117,1,99,1,35,6,6,8,9,1,4,27,5,9999,6,2
446,2017,26,0,1,1,1,4,1001,10,99,1,52,9,9,11,1,1,1,56,2,9999,6,1
447,2017,26,0,1,1,1,4,1001,10,99,1,19,2,2,4,1,1,4,35,1,9999,6,1
448,2017,26,17,3,2,1,4,1101,11,99,1,20,3,3,5,2,1,4,6,3,9999,6,1
449,2017,26,17,3,2,1,4,1101,11,99,1,20,3,3,5,9,1,14,6,1,9999,6,1
450,2017,26,18,4,3,1,4,1103,11,99,1,69,12,11,14,1,1,1,28,8,2008,4,1
451,2017,26,18,4,3,1,4,1103,11,99,1,31,5,5,7,1,1,4,999,2,9999,6,1
452,2017,26,19,4,3,1,4,1101,11,99,1,42,7,7,9,2,1,3,69,4,1987,2,1
453,2017,26,19,4,3,1,4,1101,11,99,2,32,5,5,7,9,1,4,67,5,2013,5,1
454,2017,26,16,3,2,1,4,917,9,99,1,31,5,5,7,1,1,2,69,8,9999,6,1
455,2017,26,16,3,2,1,4,917,9,99,1,38,6,6,8,1,1,1,56,4,9999,6,1
456,2017,26,18,4,3,1,4,1301,13,99,1,28,4,4,6,2,1,4,999,99,9999,6,1
457,2017,26,18,4,3,1,4,1301,13,99,2,26,4,4,6,1,1,4,77,1,9999,6,1
458,2017,26,18,4,3,1,4,1801,18,99,1,24,3,3,5,1,1,1,52,4,2013,5,1
459,2017,26,18,4,3,1,4,1801,18,99,1,50,9,9,11,9,1,4,35,5,9999,6,1
460,2017,26,14,3,2,1,4,1712,17,99,1,34,5,5,7,9,1,1,27,4,2005,4,1
461,2017,26,14,3,2,1,4,1712,17,99,1,18,2,2,4,9,1,4,999,99,9999,6,1
462,2017,26,14,3,2,1,4,1703,17,99,1,23,3,3,5,1,1,6,19,3,2000,4,1
463,2017,26,14,3,2,1,4,1703,17,99,1,52,9,9,11,9,1,4,6,1,9999,6,1
464,2017,27,1,1,1,1,5,101,1,1,1,31,5,5,7,9,1,1,41,7,9999,6,1
465,2017,27,1,1,1,1,5,101,1,1,1,31,5,5,7,9,1,2,8,4,9999,6,1
466,2017,27,6,2,1,1,5,101,1,1,1,25,4,4,6,1,1,4,6,3,2010,5,1
467,2017,27,6,2,1,1,5,101,1,1,9,999,16,12,18,9,9,1,999,99,9999,6,1
468,2017,27,11,2,1,1,5,109,1,99,1,26,4,4,6,9,1,1,48,4,9999,6,1
469,2017,27,11,2,1,1,5,109,1,99,1,19,2,2,4,9,1,4,999,7,9999,6,1
470,2017,27,19,4,3,1,5,601,6,99,1,51,9,9,11,9,1,3,56,2,9999,6,1
471,2017,27,19,4,3,1,5,601,6,99,1,16,2,2,4,9,2,4,27,9,9999,6,1
472,2017,27,4,1,1,1,5,501,5,99,1,22,3,3,5,9,1,4,999,99,9999,6,1
473,2017,27,4,1,1,1,5,501,5,99,9,999,16,12,18,9,9,6,999,99,9999,6,1
474,2017,27,17,3,2,1,5,101,1,5,1,32,5,5,7,9,1,4,999,99,9999,6,4
475,2017,27,2,1,1,1,5,101,1,9,1,29,4,4,6,9,1,4,32,99,9999,6,1
476,2017,27,2,1,1,1,5,101,1,9,9,999,16,12,18,9,9,4,999,99,9999,6,1
477,2017,27,13,3,2,1,5,117,1,99,1,39,6,6,8,9,1,4,999,99,9999,6,4
478,2017,28,2,1,1,1,6,101,1,10,1,53,9,9,11,2,1,1,69,9,1985,2,1
479,2017,28,2,1,1,1,6,101,1,10,1,21,3,3,5,9,1,4,6,5,9999,6,1
480,2017,28,5,1,1,1,6,101,1,12,1,31,5,5,7,2,1,3,56,4,2017,5,2
481,2017,28,9,2,1,1,6,2101,21,99,1,38,6,6,8,9,1,5,26,99,2016,5,1
482,2017,28,9,2,1,1,6,2101,21,99,1,36,6,6,8,9,1,4,67,99,2007,4,1
483,2017,28,4,1,1,1,6,2001,20,99,1,40,7,7,9,1,1,3,56,4,1986,2,1
484,2017,28,4,1,1,1,6,2001,20,99,9,999,16,12,18,9,9,6,19,6,9999,6,1
485,2017,28,10,2,1,1,6,2001,20,99,1,46,8,8,10,9,1,6,19,99,2004,4,1
486,2017,28,10,2,1,1,6,2001,20,99,1,39,6,6,8,9,1,1,69,99,2002,4,1
487,2017,28,8,2,1,1,6,501,5,99,1,24,3,3,5,1,1,1,52,4,9999,6,3
488,2017,28,20,4,3,1,6,502,5,99,9,999,16,12,18,9,9,12,30,7,1990,3,3
489,2017,28,9,2,1,1,6,501,5,99,9,999,16,12,18,9,9,12,999,99,9999,6,1
490,2017,28,9,2,1,1,6,501,5,99,2,43,7,7,9,1,1,4,999,99,9999,6,1
491,2017,28,12,3,2,1,6,601,6,99,1,30,5,5,7,9,1,4,6,5,2013,5,1
492,2017,28,12,3,2,1,6,601,6,99,1,26,4,4,6,9,1,4,76,1,2011,5,1
493,2017,28,23,4,3,1,6,1002,10,99,1,32,5,5,7,9,1,6,19,5,9999,6,1
494,2017,28,23,4,3,1,6,1002,10,99,1,53,9,9,11,9,1,3,56,4,9999,6,1
495,2017,28,7,2,1,1,6,1001,10,99,1,33,5,5,7,2,1,1,48,3,2001,4,1
496,2017,28,7,2,1,1,6,1001,10,99,1,44,7,7,9,1,1,5,84,2,9999,6,1
497,2017,28,12,3,2,1,6,1215,12,99,1,19,2,2,4,2,1,22,6,1,9999,6,2
498,2017,28,13,3,2,1,6,1804,18,99,1,49,8,8,10,9,1,4,76,5,1986,2,1
499,2017,28,13,3,2,1,6,1804,18,99,1,999,16,12,18,9,9,3,999,99,9999,6,1
500,2017,28,16,3,2,1,6,1709,17,99,1,34,5,5,7,1,1,3,69,3,1994,3,1
501,2017,28,16,3,2,1,6,1709,17,99,1,51,9,9,11,1,1,3,69,3,1989,2,1
502,2017,28,18,4,3,1,6,401,4,99,1,23,3,3,5,2,1,3,69,3,9999,6,2
503,2017,28,19,4,3,1,6,401,4,99,1,44,7,7,9,2,1,12,999,99,9999,6,2
504,2017,28,20,4,3,1,6,401,4,99,1,23,3,3,5,9,1,4,67,3,2008,4,1
505,2017,28,20,4,3,1,6,401,4,99,9,999,16,12,18,9,9,2,999,99,9999,6,1
506,2017,28,16,3,2,1,6,101,1,4,1,25,4,4,6,9,1,1,73,3,2001,4,1
507,2017,28,16,3,2,1,6,101,1,4,2,42,7,7,9,9,1,4,27,5,2013,5,1
508,2017,28,18,4,3,1,6,101,1,1,1,43,7,7,9,9,1,1,28,7,2000,4,1
509,2017,28,18,4,3,1,6,101,1,1,1,34,5,5,7,9,1,4,18,5,2005,4,1
510,2017,29,14,3,2,1,7,101,1,1,1,57,10,10,12,1,1,11,56,2,2011,5,1
511,2017,29,14,3,2,1,7,101,1,1,1,53,9,9,11,1,1,1,28,2,2014,5,1
512,2017,29,14,3,2,1,7,101,1,1,1,19,2,2,4,1,1,1,10,4,2007,4,1
513,2017,29,3,1,1,1,7,101,1,1,2,999,16,12,18,9,1,1,67,3,2007,4,1
514,2017,29,3,1,1,1,7,101,1,1,1,999,16,12,18,9,1,1,28,2,2012,5,1
515,2017,29,14,3,2,1,7,110,1,99,1,30,5,5,7,9,1,1,21,5,1993,3,1
516,2017,29,7,2,1,1,7,110,1,99,1,43,7,7,9,9,1,4,999,1,9999,6,2
517,2017,29,14,3,2,1,7,110,1,99,1,22,3,3,5,9,1,4,27,5,9999,6,1
518,2017,29,1,1,1,1,7,117,1,99,1,33,5,5,7,2,1,4,27,5,9999,6,2
519,2017,29,2,1,1,1,7,117,1,99,1,26,4,4,6,2,1,1,73,6,1995,3,1
520,2017,29,2,1,1,1,7,117,1,99,1,19,2,2,4,2,1,1,69,6,1999,3,1
521,2017,29,7,2,1,1,7,301,3,99,1,22,3,3,5,9,1,1,69,1,9999,6,1
522,2017,29,7,2,1,1,7,301,3,99,1,46,8,8,10,9,1,4,27,5,9999,6,1
523,2017,29,2,1,1,1,7,2212,22,99,1,34,5,5,7,9,1,2,48,3,2003,4,1
524,2017,29,13,3,2,1,7,203,2,99,1,999,16,12,18,9,1,2,999,7,1986,2,2
525,2017,29,16,3,2,1,7,301,3,99,1,21,3,3,5,9,1,4,18,4,9999,6,2
526,2017,29,19,4,3,1,7,511,5,99,1,21,3,3,5,9,1,3,69,3,1995,3,1
527,2017,29,19,4,3,1,7,511,5,99,1,50,9,9,11,9,1,3,69,3,9999,6,1
528,2017,29,23,4,3,1,7,1001,10,99,1,20,3,3,5,9,1,5,41,3,9999,6,1
529,2017,29,23,4,3,1,7,1001,10,99,1,39,6,6,8,9,1,3,69,5,9999,6,1
530,2017,29,1,1,1,1,7,1613,16,99,1,48,8,8,10,9,1,5,26,5,9999,6,1
531,2017,29,1,1,1,1,7,1613,16,99,1,999,16,12,18,9,1,3,69,5,9999,6,1
532,2017,29,19,4,3,1,7,1616,16,99,1,43,7,7,9,9,1,4,999,9,9999,6,2
533,2017,29,13,3,2,1,7,1508,15,99,1,42,7,7,9,9,1,4,999,99,9999,6,2
534,2017,29,1,1,1,1,7,1701,17,99,1,24,3,3,5,9,1,4,67,99,9999,6,2
535,2017,29,23,4,3,1,7,109,1,99,1,29,4,4,6,9,1,4,27,5,9999,6,1
536,2017,29,23,4,3,1,7,109,1,99,1,23,3,3,5,9,1,4,999,1,9999,6,1
537,2017,30,19,4,3,1,1,101,1,21,2,43,7,7,9,9,1,2,69,99,9999,6,1
538,2017,30,19,4,3,1,1,101,1,21,1,23,3,3,5,9,1,4,67,1,9999,6,1
539,2017,30,23,4,3,1,1,117,1,99,1,999,16,12,18,9,1,12,50,1,9999,6,1
540,2017,30,23,4,3,1,1,117,1,99,1,999,16,12,18,9,1,1,69,4,9999,6,1
541,2017,30,23,4,3,1,1,117,1,99,1,999,16,12,18,9,1,11,52,2,9999,6,1
542,2017,30,20,4,3,1,1,117,1,99,2,20,3,3,5,9,1,1,28,5,9999,6,1
543,2017,30,20,4,3,1,1,117,1,99,1,29,4,4,6,9,1,4,76,7,9999,6,1
544,2017,30,1,1,1,1,1,2001,20,99,1,25,4,4,6,9,1,3,69,5,2001,4,1
545,2017,30,1,1,1,1,1,2001,20,99,1,25,4,4,6,9,1,3,69,5,9999,6,1
